E,KE
580.2532, 594.02875
586.2863, 598.42303
566.3881, 576.501
578.05597, 591.16534
563.5425, 575.36816
550.19415, 565.5907
564.4208, 575.78
574.62823, 590.9635
574.60974, 589.7926
554.15314, 567.2374
543.2777, 561.98096
550.4949, 563.94794
527.7331, 540.5682
502.87585, 514.303
508.21402, 525.9679
511.56882, 522.6471
526.87885, 538.9445
509.89252, 521.6214
535.0308, 546.63226
518.29126, 535.3646
503.481, 521.5343
512.64386, 527.96814
502.43173, 516.39264
499.34335, 517.5563
501.4829, 518.9052
499.75452, 515.3711
501.87292, 520.6476
489.07532, 505.8928
500.4114, 514.9547
506.75308, 523.9092
509.39825, 523.8679
520.47687, 531.9007
502.80908, 518.6304
502.7955, 522.2104
469.66663, 486.38483
461.22845, 475.65338
463.2961, 477.59058
482.2536, 498.1025
481.52878, 497.14688
485.8661, 503.407
459.80457, 476.3456
464.50485, 486.50565
494.26624, 510.50488
498.01892, 516.88544
496.90436, 512.48596
484.3958, 500.54565
482.5036, 504.48264
489.0282, 509.6027
466.62592, 482.44495
471.25748, 491.45084
468.34808, 486.85416
448.4856, 459.77145
464.5425, 480.90894
462.69757, 473.6719
476.54428, 493.3748
469.55167, 487.92657
497.93475, 515.3046
477.2593, 494.36917
462.62595, 482.0622
461.47455, 476.13226
466.7922, 481.78256
449.0424, 471.00363
457.10657, 472.0465
461.444, 476.77872
489.22128, 503.78452
485.80493, 504.82755
489.53168, 505.74686
477.61276, 491.523
448.58255, 466.79086
456.01584, 474.29355
447.3218, 465.99982
419.1922, 435.737
418.15674, 437.42435
410.63873, 428.3926
408.70822, 425.222
407.92767, 428.3338
418.36682, 435.6908
421.3567, 441.11414
399.44254, 422.66623
415.39838, 441.1567
427.60638, 448.09036
412.5063, 433.25412
398.84155, 423.88235
395.6793, 417.7419
408.59467, 428.6877
409.00653, 425.63873
409.7868, 430.266
407.6791, 427.40433
404.29657, 427.12897
398.20834, 414.3082
402.22028, 423.91196
398.0067, 417.31497
394.74472, 410.98502
394.765, 416.02667
394.86493, 417.48907
403.54672, 424.68542
393.49338, 414.09793
389.86832, 412.66287
421.51135, 443.90076
403.91714, 432.90674
387.67322, 411.6926
404.59924, 423.9576
386.69516, 406.68497
386.57925, 405.36862
385.7518, 411.54623
388.93674, 412.6253
376.15356, 396.4364
359.12793, 382.94412
358.48364, 381.81027
358.64676, 377.80286
359.31464, 384.70898
367.3874, 390.25726
357.6528, 379.5774
358.37363, 386.63538
376.31857, 395.54193
367.56012, 391.21716
348.09497, 373.14743
336.6394, 359.98376
336.33093, 356.35532
362.3292, 386.4793
357.58258, 385.51712
364.88538, 393.3657
369.26285, 393.3068
379.33188, 408.83395
378.65915, 402.02682
361.7854, 387.44623
344.29272, 371.20374
322.51746, 344.743
338.36636, 353.6345
336.6039, 361.13858
339.315, 367.83682
343.14755, 363.81705
339.20026, 358.02487
328.18494, 356.11185
337.3281, 357.5891
339.4923, 366.82013
345.52295, 370.99634
327.5065, 352.90982
314.697, 340.7337
318.1474, 343.6166
313.52505, 338.4589
312.55463, 342.55817
304.55884, 334.97964
305.8008, 335.9151
294.01685, 326.87268
301.4809, 334.4209
292.69714, 318.3702
288.45932, 319.95062
288.08533, 319.6246
273.44128, 301.7952
264.54788, 292.5216
272.35144, 303.00107
270.89874, 300.538
258.86868, 284.50253
262.5966, 290.46463
263.24847, 299.69345
261.96198, 300.07254
254.00717, 292.1093
256.36118, 288.1764
254.4994, 292.19742
259.39212, 291.62177
255.04678, 285.61194
234.27422, 274.01706
240.94595, 273.39655
243.84448, 277.89777
247.83733, 278.44107
233.62735, 265.41156
230.85484, 264.4409
238.83432, 272.4854
230.75882, 266.00906
226.46399, 263.46484
234.17255, 272.10938
222.30325, 258.57394
222.8423, 259.9862
236.29018, 274.37445
230.20354, 266.829
228.39427, 264.71964
208.51022, 251.84824
220.1057, 265.0168
220.47935, 263.5169
220.29585, 263.57758
213.34009, 249.53465
209.92285, 254.70697
211.13278, 248.61098
207.4051, 245.7121
193.40636, 235.0843
196.1424, 232.98848
191.05595, 234.60103
184.72403, 229.08215
173.00453, 223.09152
174.24597, 215.67535
177.61555, 222.90913
186.37268, 225.99944
192.07362, 235.50633
189.28874, 232.62892
177.61545, 220.84813
178.17145, 225.72043
185.60208, 230.40733
180.49411, 227.94843
175.51654, 217.98573
171.74078, 215.51889
176.87993, 225.91998
181.13037, 228.67366
177.0832, 225.76175
174.99466, 226.12619
171.12833, 225.50775
168.08893, 226.88777
163.3264, 221.09302
167.51743, 224.47522
167.81738, 226.70175
153.64755, 201.64017
156.09, 209.6144
157.05978, 212.99129
162.26392, 211.36705
164.64142, 226.0537
160.88426, 217.34158
166.85226, 219.05962
169.30084, 215.04573
180.56374, 229.33665
165.35992, 224.45064
163.80923, 217.53401
164.83604, 226.94104
163.24623, 213.38466
162.18436, 223.73312
166.7528, 227.62173
153.9892, 205.29112
163.88753, 218.92575
162.188, 217.07793
155.76988, 219.50978
151.38943, 206.97423
153.8635, 212.2718
159.21075, 217.41203
157.54576, 216.0596
149.11237, 204.35315
154.1257, 209.97932
149.30759, 208.4516
149.27182, 210.09119
142.55235, 217.5455
143.38933, 204.8849
140.3382, 205.95786
126.75548, 188.15608
130.52834, 200.96036
131.36737, 200.06662
133.03104, 200.55246
125.55005, 200.38518
120.360985, 197.87782
121.75845, 206.29482
120.86789, 191.67078
122.21105, 195.97198
123.98582, 205.96199
116.170586, 193.797
120.327225, 192.47905
120.65639, 205.98772
124.21429, 207.07516
124.73375, 209.21257
122.76213, 207.24222
119.96799, 207.84177
111.97591, 194.84036
120.41107, 201.75652
108.400955, 189.59229
106.10372, 192.6196
104.2379, 195.7416
107.43549, 192.74097
113.47982, 200.87282
103.35872, 190.95407
106.100586, 197.32846
113.02365, 192.03993
105.14857, 192.47636
104.02296, 201.24887
95.50328, 185.18517
91.5301, 186.02376
97.475174, 190.55775
89.01807, 181.09126
81.30093, 179.127
74.1889, 179.6084
64.43715, 177.38231
65.57713, 158.50587
72.09993, 177.25743
78.01991, 177.77982
63.934326, 181.30417
69.821144, 176.99709
73.62781, 181.66063
77.990555, 189.16318
69.67256, 180.07274
66.84462, 175.54865
49.608467, 164.82155
49.95836, 168.32568
52.40091, 168.24062
56.158447, 182.65373
46.903915, 179.57004
48.760803, 184.06503
51.41269, 205.40492
52.68341, 199.47252
53.731888, 202.83069
48.23021, 195.09267
34.17012, 181.05414
38.655655, 187.32489
34.53607, 193.83664
38.34749, 190.73643
37.236786, 188.36667
32.233536, 186.30428
35.75804, 193.15596
35.45862, 200.24245
25.155014, 183.4469
