E,KE
1059.6941, 1112.7461
1079.2866, 1136.3763
1103.4126, 1162.8241
1067.309, 1120.7439
1058.0665, 1115.2742
1028.3176, 1081.2363
1017.88776, 1076.2643
1051.2578, 1117.3301
1037.8652, 1097.3989
1010.62415, 1071.6339
1024.9725, 1082.6531
1028.7234, 1092.4192
987.3582, 1045.5831
934.68134, 988.284
950.1101, 1001.25275
894.7461, 960.12036
902.84607, 963.73267
888.58954, 956.6429
903.3835, 962.2261
856.8876, 927.9288
824.50183, 889.9222
832.9035, 893.2836
857.6087, 926.8997
901.52625, 960.19775
855.1807, 910.3624
839.71625, 900.2777
834.56226, 900.96924
811.27454, 873.018
803.0543, 860.98126
808.9254, 884.10455
763.7996, 821.4922
741.81866, 800.14624
760.5445, 811.7712
758.41, 823.5589
736.9815, 801.5718
726.3879, 797.0724
729.0599, 796.1005
719.6042, 784.71
746.4593, 804.98706
715.56793, 784.0143
734.85376, 794.2715
691.0106, 757.01337
705.7793, 779.3581
685.6182, 757.93005
662.8866, 732.99976
627.6191, 693.2927
623.78143, 701.4744
625.81067, 692.5235
587.46967, 666.27234
613.6389, 683.61145
604.4552, 676.31885
623.6958, 696.6273
605.3102, 676.0318
604.75494, 667.1386
612.5121, 692.86176
606.9343, 685.6183
603.1345, 670.4914
627.4079, 697.04913
607.3521, 680.2529
602.5577, 680.55695
600.7236, 666.3517
583.6652, 656.37415
572.4563, 643.25256
581.89197, 656.3125
582.50946, 659.38605
578.3706, 650.6571
604.95123, 683.25836
577.21423, 643.6963
577.0657, 651.61066
568.7169, 644.43616
548.6803, 629.2576
576.94336, 657.095
568.6523, 643.7668
547.37476, 618.512
570.886, 649.3767
579.4672, 665.397
554.622, 640.4374
579.3829, 660.46484
554.9075, 641.8593
522.33417, 614.33716
535.0727, 616.5557
537.8487, 620.5452
540.15717, 633.39874
553.86664, 642.1928
548.5212, 634.65344
549.81445, 641.5594
531.42065, 617.0188
533.6792, 622.2501
524.20734, 610.13245
528.5027, 625.35767
518.75836, 622.27106
521.98566, 613.7699
523.1072, 616.09
502.56146, 600.79504
498.36658, 607.2094
498.6696, 601.3951
486.71606, 574.5779
446.4454, 550.6049
453.67108, 547.1991
440.90482, 551.9234
454.8926, 558.8307
462.9461, 558.52966
478.951, 574.82086
473.36523, 572.2705
446.42697, 548.48206
424.03342, 536.38104
441.577, 547.5617
441.65002, 557.607
440.76654, 560.2075
414.70648, 525.1168
459.58588, 569.6951
434.40118, 534.69434
430.3685, 527.196
423.21283, 529.5983
416.26016, 520.90656
391.78897, 508.20465
412.233, 528.681
412.8183, 523.2043
430.05463, 541.3142
438.67548, 545.7396
408.18848, 519.9987
434.36563, 541.08575
416.75592, 523.85547
408.6469, 535.56
400.55933, 523.597
386.2271, 505.32217
407.59933, 522.98816
409.9613, 531.33374
384.3631, 494.08167
403.8432, 523.6578
393.76862, 532.5632
386.34406, 497.74588
372.63055, 508.4842
377.75732, 528.74634
348.1752, 479.33224
374.35034, 521.29535
346.54984, 474.46036
371.38727, 513.3658
389.00525, 520.2459
379.90027, 505.89493
374.0586, 500.09296
355.75293, 487.26822
358.08328, 497.15433
355.7531, 475.8214
374.18857, 498.7112
378.13608, 513.9987
383.51843, 510.2709
361.76593, 491.76807
376.9796, 518.79333
370.55185, 504.77966
350.79797, 499.28412
345.39557, 476.0638
328.6927, 472.28366
324.15466, 479.0095
329.41202, 474.5466
323.3452, 476.90567
327.07645, 475.2644
306.36435, 458.72864
296.20374, 448.8859
315.91064, 481.01028
293.1587, 448.87
306.08963, 467.55273
279.2746, 441.22647
297.00958, 448.72577
300.8984, 469.78323
315.16382, 462.41956
299.31744, 451.3765
304.67596, 463.45453
286.6477, 440.61026
293.7248, 459.62802
299.06628, 486.85443
267.76807, 440.6684
276.1195, 440.51556
271.14508, 441.6098
266.10107, 412.88336
265.7198, 426.80313
266.9213, 435.0272
252.62106, 418.32483
246.82077, 419.4953
258.94604, 437.95035
246.86206, 408.2038
253.89847, 439.3975
241.07687, 426.13394
240.94579, 421.82123
225.7759, 419.6187
241.3289, 439.56897
243.67346, 444.1674
252.50623, 430.89474
249.20084, 447.97714
237.18604, 424.9115
230.30699, 410.7195
219.17317, 403.83002
212.56458, 407.77286
212.31998, 400.29
225.31303, 438.0049
215.05508, 405.37616
218.95515, 404.34048
218.57225, 401.67636
239.52762, 417.24976
224.16809, 422.5689
211.1517, 414.6851
211.10507, 422.6677
206.97089, 423.35886
200.67834, 427.49252
200.91246, 443.07333
210.06813, 433.61984
226.00768, 460.22772
228.31586, 462.97458
219.26573, 458.36652
206.25133, 445.22903
183.706, 419.54312
167.82988, 397.038
181.49579, 409.6188
173.15495, 411.02924
196.07454, 440.86765
191.2612, 430.59137
212.30905, 462.23718
176.47906, 430.0537
198.51807, 476.14987
185.82843, 449.61096
180.53558, 437.79187
166.23941, 440.17484
148.40482, 420.4883
147.3421, 406.0729
137.15833, 407.99045
140.80002, 418.796
142.6535, 432.87222
135.79022, 426.612
122.94162, 406.54288
133.85062, 426.9579
128.30997, 417.92575
129.09094, 423.3575
131.59842, 448.4985
128.57065, 424.4548
130.16812, 434.28156
143.3327, 433.74588
135.11072, 421.17587
143.24908, 435.47922
139.10303, 427.78827
134.56418, 423.66266
127.8873, 426.85196
128.93103, 461.92447
111.84491, 435.9321
105.18585, 412.09402
93.08322, 396.82407
