E,KE
1074.3254, 1074.8903
1072.6484, 1073.0781
1076.6208, 1076.8281
1061.9727, 1063.1276
1049.9219, 1051.6537
1043.1981, 1043.7266
1036.8917, 1037.0101
1027.5629, 1028.7279
1022.7071, 1022.81726
1017.376, 1017.43994
1007.07104, 1007.63763
1010.1294, 1010.3973
999.16626, 999.72516
987.4123, 987.6077
984.399, 984.5729
975.1136, 976.3204
966.189, 966.52234
957.3713, 957.7003
946.0169, 946.32
938.8301, 939.2136
937.8686, 938.5357
930.545, 930.9048
920.0874, 920.5764
920.8927, 921.15906
915.38556, 915.44006
911.72406, 912.3647
905.47595, 905.61804
906.805, 907.1399
897.1729, 897.2775
902.3637, 902.722
897.104, 897.4841
896.5548, 897.39923
884.80536, 885.21893
895.0306, 895.23395
893.4719, 894.25824
895.83405, 896.75256
896.82324, 897.46497
892.6201, 892.8224
892.0414, 892.714
890.5042, 890.68805
889.2882, 888.7397
880.0264, 881.0279
886.48724, 887.06366
883.3961, 884.284
880.3997, 881.11536
885.43365, 885.94214
883.7199, 883.8993
878.267, 878.5802
876.2443, 877.1602
876.96326, 877.03625
872.4124, 872.83545
869.9635, 870.867
878.1875, 878.3686
875.1265, 874.88196
866.6524, 866.7673
865.7935, 866.4412
864.6625, 864.76917
860.87396, 860.91046
860.9117, 861.0293
857.7016, 858.13257
849.4534, 849.7636
846.96063, 846.757
837.5054, 837.766
832.17755, 832.39734
822.60315, 823.7857
817.61993, 818.5496
819.6945, 820.3366
813.86237, 815.3208
814.261, 814.4342
809.14667, 809.3648
804.8106, 807.04425
802.8389, 803.4563
806.8567, 807.5024
803.8811, 804.9731
796.2791, 797.25616
790.80505, 792.03284
792.3561, 793.47
788.6152, 790.13116
783.9631, 784.92633
780.02673, 780.33954
774.1307, 774.9152
768.79553, 769.2391
763.07556, 763.54504
759.32623, 760.3528
759.049, 759.345
757.51794, 758.51715
757.8382, 758.8112
755.57587, 756.23444
750.47, 750.6769
747.8207, 749.62024
745.6623, 745.86804
740.81165, 741.411
739.5267, 740.3854
736.60187, 737.15533
723.94196, 724.85394
726.7149, 727.5943
716.0274, 716.13477
717.8736, 718.0641
716.47986, 717.04834
713.4966, 714.32794
707.56885, 708.34973
711.42804, 714.56415
708.0507, 709.2252
703.1526, 704.61096
702.4762, 703.0718
698.444, 699.2017
691.3375, 692.29736
689.8633, 690.707
688.10223, 688.84937
685.9894, 686.6662
686.08923, 686.6825
678.69916, 679.1823
670.7927, 672.23615
670.1315, 672.0787
672.977, 673.35895
675.61816, 677.16113
671.61365, 673.0345
667.4708, 668.7404
665.6413, 663.0353
663.47784, 663.8567
668.4067, 669.10596
664.739, 666.5687
664.0212, 666.4809
662.15485, 664.0424
661.6664, 664.07434
657.2938, 658.1177
656.8933, 657.69934
652.1417, 654.00323
645.1066, 646.67175
645.0118, 646.87506
642.5701, 643.2321
638.65344, 639.484
637.64746, 639.68915
635.08453, 635.8642
637.9441, 639.0298
634.7504, 636.40344
630.742, 631.9018
624.9512, 625.37744
620.51697, 621.9787
622.69824, 623.2032
615.61115, 616.208
612.4359, 614.7382
612.30634, 614.62103
607.64716, 609.2975
604.07697, 604.96674
597.61365, 598.3548
599.3768, 602.74347
602.1531, 603.2507
600.75104, 602.7542
600.2256, 601.1638
606.33905, 608.0272
601.10364, 602.4737
601.8007, 602.63116
596.2072, 597.99005
596.05646, 597.1091
596.1689, 598.2846
596.28705, 597.3195
596.6619, 598.8921
592.0765, 593.20825
595.30475, 597.49133
593.3247, 595.08466
591.75995, 594.8443
589.1168, 591.2378
592.04193, 593.997
588.1004, 590.1268
586.99744, 588.4759
581.47437, 583.713
580.30975, 583.6076
581.1706, 583.73004
583.25714, 586.47186
582.1767, 584.2777
582.2386, 584.46295
577.6374, 579.773
574.8219, 576.8538
575.32434, 578.0672
569.57886, 571.4557
571.44684, 573.85376
569.16254, 570.59033
571.5603, 573.69116
568.9203, 572.8453
571.086, 572.8416
566.8775, 569.24426
564.5925, 566.5792
558.95074, 560.6177
562.08075, 565.9558
558.73816, 561.50635
554.0084, 556.99194
553.7559, 556.0045
552.718, 555.2672
548.09674, 550.3482
549.1392, 551.5385
546.98444, 550.3792
545.009, 548.07043
536.6504, 539.8068
544.3142, 548.4192
538.2986, 541.28796
534.02655, 536.56287
533.5873, 536.28375
535.5419, 539.3381
529.41766, 533.2142
525.0051, 527.5704
522.2359, 526.3694
520.83295, 524.394
517.88605, 519.9132
518.273, 522.0122
519.1162, 521.99146
517.2845, 521.10645
519.9841, 522.54364
520.06726, 522.46893
519.53455, 522.3434
517.41895, 519.68176
514.1939, 516.36536
513.073, 516.651
507.83243, 511.1674
509.91046, 513.2774
503.82483, 506.47748
503.0368, 505.62048
503.88937, 506.3937
496.70602, 497.63834
490.26614, 491.59033
487.87146, 490.5055
485.05988, 487.44028
484.55737, 486.5877
482.18018, 485.31137
482.06042, 483.8718
482.38495, 484.0113
481.89636, 483.50934
480.15512, 482.26935
479.0521, 481.0461
476.56976, 478.86188
471.79263, 473.48047
474.3464, 477.5604
470.48285, 473.07855
470.72897, 473.1744
473.20395, 475.99106
471.51245, 473.75534
472.1424, 474.1246
468.4395, 471.83646
467.97986, 470.47546
465.565, 466.86877
465.84503, 468.34872
461.94235, 464.72223
462.41888, 464.75787
462.7137, 465.74945
460.56006, 461.50443
458.87955, 462.55908
