E,KE
1085.1748, 1092.9198
1086.395, 1093.3195
1076.7131, 1083.889
1060.1464, 1066.6522
1054.7527, 1064.2637
1061.828, 1076.0946
1055.2323, 1066.3911
1045.4973, 1053.8014
1036.06, 1045.9398
1032.487, 1039.9413
1034.8511, 1046.3168
1022.0632, 1036.3173
1007.63434, 1018.9322
996.688, 1004.6851
994.8143, 1000.3682
1003.11975, 1012.7382
1018.90656, 1026.4874
1013.7973, 1023.40607
1015.93866, 1026.0122
1009.10034, 1018.17
993.94495, 1006.6247
987.4167, 997.6854
988.08203, 997.81934
972.2013, 983.6362
975.8669, 983.81665
968.6644, 978.38824
981.6475, 994.2973
962.9452, 972.7944
985.4256, 997.4728
968.0153, 978.9739
964.03186, 975.03204
972.8926, 988.71844
964.12836, 974.86926
950.4802, 962.46765
943.43036, 954.51953
954.90265, 965.4481
950.1303, 960.7944
957.3418, 969.5903
933.3605, 944.01843
931.2706, 945.03516
929.75867, 941.0866
911.56165, 921.8092
894.2027, 904.65393
880.00073, 891.45166
891.85284, 900.20233
876.00195, 890.1921
893.82263, 902.3111
898.0024, 909.94666
897.8323, 907.85925
887.84155, 902.1417
873.26483, 885.53723
886.3331, 900.0641
874.2678, 885.553
873.83997, 884.3734
865.6434, 874.9434
890.55585, 902.60614
869.16736, 876.38586
894.1303, 904.5827
896.6868, 911.33295
890.4082, 907.3055
884.8389, 900.4914
892.5103, 908.3453
892.7389, 908.6934
889.7761, 905.731
896.27484, 909.4993
892.78015, 905.5048
900.57043, 916.2318
908.08716, 919.0652
894.3032, 902.61633
884.7769, 894.77167
889.1254, 898.98737
892.021, 903.0054
889.787, 905.3042
877.4081, 886.02997
873.6943, 886.67694
865.17316, 877.3202
866.61804, 875.49615
862.87463, 874.78705
847.62305, 861.64386
844.2628, 853.3229
836.749, 851.2753
856.59607, 871.9312
825.2895, 843.4298
826.51166, 843.52405
810.99786, 824.87823
815.78076, 828.9649
803.2044, 817.7323
799.4363, 813.2253
795.30493, 806.54285
777.09155, 795.9666
778.8029, 790.26556
767.27136, 784.1064
775.77734, 793.06964
767.671, 781.6818
752.674, 762.41345
747.0496, 759.3559
725.6489, 742.78815
730.8842, 746.34033
731.03687, 745.70825
724.1092, 739.05206
716.365, 733.6515
710.2779, 724.6827
718.80334, 735.50256
717.2809, 729.5618
714.3689, 730.9531
721.19574, 736.38165
716.57367, 731.6793
710.51337, 727.49976
690.2454, 705.8095
695.2677, 710.74036
687.57837, 703.3087
683.5557, 701.3564
668.46466, 688.4765
677.77576, 694.3737
661.77216, 677.71216
661.94354, 675.9466
657.7836, 673.76984
659.0294, 673.62915
680.37836, 694.9479
681.9577, 693.7545
683.7352, 694.3487
682.2997, 697.0418
683.58466, 699.72986
668.52045, 680.0284
675.22235, 689.3143
667.386, 679.1054
657.10284, 673.0814
650.12823, 665.7843
663.6676, 677.7555
657.9338, 670.7177
660.11084, 675.0901
662.1719, 682.1133
664.239, 682.33386
656.7242, 672.1157
651.4033, 669.45026
647.39233, 669.4735
656.38684, 673.37085
644.52094, 659.2844
640.5066, 655.81616
637.859, 651.63556
637.89667, 654.19293
615.3105, 630.13635
613.7535, 627.7888
613.7949, 629.4033
602.10443, 615.4948
607.02765, 618.0395
615.97516, 626.84204
627.8153, 642.47076
624.5189, 641.2768
620.7568, 638.91693
620.0036, 633.42957
610.5518, 623.9071
592.94147, 609.416
595.52893, 610.3755
597.64813, 611.8647
603.50793, 621.2613
605.29395, 621.198
596.48883, 612.55566
596.8567, 613.69775
